Year	FT_ID	LU_ID	Popsize
0	1	0	0
0	1	1	1950
0	1	2	2501
0	1	3	945
0	1	4	119
0	1	5	0
0	10	0	60
0	10	1	1381
0	10	2	477
0	10	3	845
0	10	4	7
0	10	5	0
0	11	0	83
0	11	1	3377
0	11	2	873
0	11	3	1649
0	11	4	56
0	11	5	0
0	12	0	0
0	12	1	2279
0	12	2	2759
0	12	3	1480
0	12	4	111
0	12	5	0
0	13	0	82
0	13	1	4124
0	13	2	862
0	13	3	2201
0	13	4	38
0	13	5	0
0	14	0	97
0	14	1	4090
0	14	2	894
0	14	3	1691
0	14	4	43
0	14	5	0
0	15	0	108
0	15	1	3911
0	15	2	939
0	15	3	1892
0	15	4	44
0	15	5	0
0	2	0	0
0	2	1	1731
0	2	2	2039
0	2	3	1026
0	2	4	103
0	2	5	0
0	3	0	34
0	3	1	1279
0	3	2	533
0	3	3	724
0	3	4	3
0	3	5	0
0	4	0	31
0	4	1	1116
0	4	2	500
0	4	3	576
0	4	4	4
0	4	5	0
0	5	0	39
0	5	1	2615
0	5	2	971
0	5	3	1199
0	5	4	45
0	5	5	0
0	6	0	0
0	6	1	1949
0	6	2	2701
0	6	3	1349
0	6	4	157
0	6	5	0
0	7	0	0
0	7	1	793
0	7	2	1305
0	7	3	701
0	7	4	23
0	7	5	0
0	8	0	116
0	8	1	3536
0	8	2	972
0	8	3	1759
0	8	4	50
0	8	5	0
0	9	0	125
0	9	1	3502
0	9	2	979
0	9	3	1729
0	9	4	55
0	9	5	0
1	1	0	0
1	1	1	2169
1	1	2	3916
1	1	3	1229
1	1	4	195
1	1	5	0
1	10	0	81
1	10	1	1736
1	10	2	275
1	10	3	1215
1	10	4	4
1	10	5	0
1	11	0	178
1	11	1	5178
1	11	2	843
1	11	3	3017
1	11	4	70
1	11	5	0
1	12	0	0
1	12	1	2956
1	12	2	5311
1	12	3	2537
1	12	4	179
1	12	5	0
1	13	0	173
1	13	1	7403
1	13	2	925
1	13	3	4640
1	13	4	34
1	13	5	0
1	14	0	191
1	14	1	7040
1	14	2	916
1	14	3	3524
1	14	4	42
1	14	5	0
1	15	0	211
1	15	1	6585
1	15	2	967
1	15	3	3803
1	15	4	33
1	15	5	0
1	2	0	0
1	2	1	1858
1	2	2	2779
1	2	3	1212
1	2	4	156
1	2	5	0
1	3	0	26
1	3	1	1557
1	3	2	277
1	3	3	824
1	3	4	1
1	3	5	0
1	4	0	26
1	4	1	1229
1	4	2	223
1	4	3	529
1	4	4	0
1	4	5	0
1	5	0	76
1	5	1	3502
1	5	2	864
1	5	3	1673
1	5	4	52
1	5	5	0
1	6	0	0
1	6	1	2270
1	6	2	4878
1	6	3	1969
1	6	4	299
1	6	5	0
1	7	0	0
1	7	1	779
1	7	2	1363
1	7	3	794
1	7	4	9
1	7	5	0
1	8	0	272
1	8	1	5758
1	8	2	968
1	8	3	3309
1	8	4	60
1	8	5	0
1	9	0	298
1	9	1	5563
1	9	2	991
1	9	3	3217
1	9	4	57
1	9	5	0
2	1	0	0
2	1	1	2930
2	1	2	7500
2	1	3	1882
2	1	4	393
2	1	5	0
2	10	0	146
2	10	1	2789
2	10	2	308
2	10	3	2067
2	10	4	5
2	10	5	0
2	11	0	437
2	11	1	9124
2	11	2	1127
2	11	3	5909
2	11	4	88
2	11	5	0
2	12	0	0
2	12	1	4508
2	12	2	11542
2	12	3	4847
2	12	4	360
2	12	5	0
2	13	0	476
2	13	1	15049
2	13	2	1289
2	13	3	10733
2	13	4	52
2	13	5	0
2	14	0	438
2	14	1	14018
2	14	2	1238
2	14	3	7833
2	14	4	60
2	14	5	0
2	15	0	474
2	15	1	12968
2	15	2	1295
2	15	3	8453
2	15	4	48
2	15	5	0
2	2	0	0
2	2	1	2493
2	2	2	4845
2	2	3	1768
2	2	4	295
2	2	5	0
2	3	0	43
2	3	1	2453
2	3	2	256
2	3	3	1205
2	3	4	1
2	3	5	0
2	4	0	44
2	4	1	1902
2	4	2	152
2	4	3	677
2	4	4	1
2	4	5	0
2	5	0	180
2	5	1	5610
2	5	2	1032
2	5	3	2889
2	5	4	71
2	5	5	0
2	6	0	0
2	6	1	3348
2	6	2	10100
2	6	3	3262
2	6	4	611
2	6	5	0
2	7	0	0
2	7	1	1059
2	7	2	2003
2	7	3	1118
2	7	4	6
2	7	5	0
2	8	0	659
2	8	1	10357
2	8	2	1323
2	8	3	6996
2	8	4	85
2	8	5	0
2	9	0	757
2	9	1	10144
2	9	2	1389
2	9	3	6742
2	9	4	71
2	9	5	0
3	1	0	0
3	1	1	3446
3	1	2	12549
3	1	3	2549
3	1	4	651
3	1	5	0
3	10	0	166
3	10	1	3756
3	10	2	355
3	10	3	3084
3	10	4	9
3	10	5	0
3	11	0	953
3	11	1	14649
3	11	2	1414
3	11	3	10198
3	11	4	113
3	11	5	0
3	12	0	0
3	12	1	6240
3	12	2	21963
3	12	3	8420
3	12	4	632
3	12	5	0
3	13	0	1166
3	13	1	28636
3	13	2	1703
3	13	3	22663
3	13	4	69
3	13	5	0
3	14	0	855
3	14	1	25188
3	14	2	1498
3	14	3	16059
3	14	4	68
3	14	5	0
3	15	0	976
3	15	1	23414
3	15	2	1557
3	15	3	16975
3	15	4	53
3	15	5	0
3	2	0	0
3	2	1	2873
3	2	2	7564
3	2	3	2239
3	2	4	478
3	2	5	0
3	3	0	54
3	3	1	3248
3	3	2	283
3	3	3	1604
3	3	4	5
3	3	5	0
3	4	0	60
3	4	1	2553
3	4	2	164
3	4	3	866
3	4	4	0
3	4	5	0
3	5	0	367
3	5	1	7943
3	5	2	1158
3	5	3	4537
3	5	4	84
3	5	5	0
3	6	0	0
3	6	1	4281
3	6	2	18256
3	6	3	4770
3	6	4	1003
3	6	5	0
3	7	0	0
3	7	1	1115
3	7	2	2845
3	7	3	1365
3	7	4	12
3	7	5	0
3	8	0	1404
3	8	1	17715
3	8	2	1700
3	8	3	12987
3	8	4	108
3	8	5	0
3	9	0	1619
3	9	1	16994
3	9	2	1734
3	9	3	12291
3	9	4	91
3	9	5	0
4	1	0	0
4	1	1	3763
4	1	2	17437
4	1	3	2991
4	1	4	915
4	1	5	0
4	10	0	189
4	10	1	4349
4	10	2	307
4	10	3	3873
4	10	4	8
4	10	5	0
4	11	0	1707
4	11	1	21135
4	11	2	1562
4	11	3	14972
4	11	4	123
4	11	5	0
4	12	0	0
4	12	1	7347
4	12	2	36466
4	12	3	12194
4	12	4	937
4	12	5	0
4	13	0	2113
4	13	1	45125
4	13	2	1958
4	13	3	40955
4	13	4	83
4	13	5	0
4	14	0	1393
4	14	1	40252
4	14	2	1623
4	14	3	28748
4	14	4	79
4	14	5	0
4	15	0	1610
4	15	1	37356
4	15	2	1739
4	15	3	29875
4	15	4	62
4	15	5	0
4	2	0	0
4	2	1	2983
4	2	2	9720
4	2	3	2353
4	2	4	638
4	2	5	0
4	3	0	63
4	3	1	3628
4	3	2	227
4	3	3	1704
4	3	4	3
4	3	5	0
4	4	0	71
4	4	1	2793
4	4	2	135
4	4	3	884
4	4	4	3
4	4	5	0
4	5	0	579
4	5	1	10048
4	5	2	1214
4	5	3	5637
4	5	4	81
4	5	5	0
4	6	0	0
4	6	1	4864
4	6	2	28621
4	6	3	6117
4	6	4	1593
4	6	5	0
4	7	0	0
4	7	1	1049
4	7	2	3357
4	7	3	1378
4	7	4	7
4	7	5	0
4	8	0	2510
4	8	1	26662
4	8	2	1918
4	8	3	20766
4	8	4	137
4	8	5	0
4	9	0	2803
4	9	1	25544
4	9	2	1973
4	9	3	19175
4	9	4	124
4	9	5	0
5	1	0	0
5	1	1	4994
5	1	2	29141
5	1	3	4264
5	1	4	1564
5	1	5	0
5	10	0	270
5	10	1	6218
5	10	2	346
5	10	3	6135
5	10	4	10
5	10	5	0
5	11	0	3335
5	11	1	36214
5	11	2	2094
5	11	3	26437
5	11	4	182
5	11	5	0
5	12	0	0
5	12	1	10265
5	12	2	72823
5	12	3	19944
5	12	4	1653
5	12	5	0
5	13	0	4246
5	13	1	84198
5	13	2	2856
5	13	3	83146
5	13	4	144
5	13	5	0
5	14	0	2549
5	14	1	73103
5	14	2	2207
5	14	3	57277
5	14	4	97
5	14	5	0
5	15	0	3126
5	15	1	68058
5	15	2	2401
5	15	3	58425
5	15	4	109
5	15	5	0
5	2	0	0
5	2	1	3720
5	2	2	14844
5	2	3	3032
5	2	4	895
5	2	5	0
5	3	0	88
5	3	1	4961
5	3	2	259
5	3	3	2148
5	3	4	6
5	3	5	0
5	4	0	93
5	4	1	3685
5	4	2	154
5	4	3	1090
5	4	4	2
5	4	5	0
5	5	0	1147
5	5	1	15262
5	5	2	1476
5	5	3	8294
5	5	4	109
5	5	5	0
5	6	0	0
5	6	1	6699
5	6	2	55482
5	6	3	9341
5	6	4	3070
5	6	5	0
5	7	0	0
5	7	1	1123
5	7	2	4874
5	7	3	1601
5	7	4	10
5	7	5	0
5	8	0	4888
5	8	1	47080
5	8	2	2791
5	8	3	38483
5	8	4	207
5	8	5	0
5	9	0	5433
5	9	1	45827
5	9	2	2859
5	9	3	35408
5	9	4	189
5	9	5	0
6	1	0	0
6	1	1	6001
6	1	2	49463
6	1	3	5513
6	1	4	2664
6	1	5	0
6	10	0	360
6	10	1	7968
6	10	2	356
6	10	3	8588
6	10	4	8
6	10	5	0
6	11	0	5682
6	11	1	55551
6	11	2	2639
6	11	3	40614
6	11	4	259
6	11	5	0
6	12	0	0
6	12	1	11742
6	12	2	131726
6	12	3	26380
6	12	4	2716
6	12	5	0
6	13	0	6536
6	13	1	134904
6	13	2	3711
6	13	3	137239
6	13	4	220
6	13	5	0
6	14	0	4140
6	14	1	113611
6	14	2	2782
6	14	3	94600
6	14	4	124
6	14	5	0
6	15	0	4923
6	15	1	105455
6	15	2	3187
6	15	3	95592
6	15	4	148
6	15	5	0
6	2	0	0
6	2	1	4275
6	2	2	22672
6	2	3	3442
6	2	4	1516
6	2	5	0
6	3	0	126
6	3	1	6264
6	3	2	288
6	3	3	2467
6	3	4	8
6	3	5	0
6	4	0	101
6	4	1	4529
6	4	2	162
6	4	3	1200
6	4	4	6
6	4	5	0
6	5	0	2085
6	5	1	22264
6	5	2	1737
6	5	3	11769
6	5	4	131
6	5	5	0
6	6	0	0
6	6	1	8083
6	6	2	102402
6	6	3	12011
6	6	4	5261
6	6	5	0
6	7	0	0
6	7	1	988
6	7	2	6885
6	7	3	1612
6	7	4	8
6	7	5	0
6	8	0	8424
6	8	1	74247
6	8	2	3787
6	8	3	60815
6	8	4	314
6	8	5	0
6	9	0	9082
6	9	1	72190
6	9	2	3811
6	9	3	56364
6	9	4	282
6	9	5	0
7	1	0	0
7	1	1	6376
7	1	2	79945
7	1	3	6052
7	1	4	4216
7	1	5	0
7	10	0	401
7	10	1	8982
