Year	FT_ID	LU_ID	Popsize
0	1	0	0
0	1	1	2503
0	1	2	3427
0	1	3	1339
0	1	4	255
0	1	5	0
0	10	0	40
0	10	1	2208
0	10	2	737
0	10	3	1306
0	10	4	17
0	10	5	0
0	11	0	228
0	11	1	3486
0	11	2	1311
0	11	3	1879
0	11	4	28
0	11	5	0
0	12	0	0
0	12	1	2659
0	12	2	4168
0	12	3	2388
0	12	4	118
0	12	5	0
0	13	0	156
0	13	1	4469
0	13	2	1378
0	13	3	2490
0	13	4	49
0	13	5	0
0	14	0	117
0	14	1	4395
0	14	2	1350
0	14	3	2050
0	14	4	39
0	14	5	0
0	15	0	114
0	15	1	4187
0	15	2	1256
0	15	3	2313
0	15	4	42
0	15	5	0
0	2	0	0
0	2	1	2379
0	2	2	3004
0	2	3	1319
0	2	4	121
0	2	5	0
0	3	0	38
0	3	1	2171
0	3	2	719
0	3	3	867
0	3	4	13
0	3	5	0
0	4	0	33
0	4	1	2182
0	4	2	731
0	4	3	609
0	4	4	10
0	4	5	0
0	5	0	173
0	5	1	3219
0	5	2	1446
0	5	3	1361
0	5	4	39
0	5	5	0
0	6	0	0
0	6	1	2746
0	6	2	4110
0	6	3	1684
0	6	4	127
0	6	5	0
0	7	0	0
0	7	1	1278
0	7	2	2110
0	7	3	1128
0	7	4	47
0	7	5	0
0	8	0	160
0	8	1	4496
0	8	2	1363
0	8	3	1896
0	8	4	70
0	8	5	0
0	9	0	168
0	9	1	4135
0	9	2	1412
0	9	3	1647
0	9	4	50
0	9	5	0
1	1	0	0
1	1	1	2712
1	1	2	6310
1	1	3	1797
1	1	4	482
1	1	5	0
1	10	0	37
1	10	1	3311
1	10	2	540
1	10	3	1720
1	10	4	7
1	10	5	0
1	11	0	401
1	11	1	5003
1	11	2	1314
1	11	3	3180
1	11	4	20
1	11	5	0
1	12	0	0
1	12	1	3296
1	12	2	8625
1	12	3	3805
1	12	4	187
1	12	5	0
1	13	0	278
1	13	1	6647
1	13	2	1351
1	13	3	4570
1	13	4	49
1	13	5	0
1	14	0	257
1	14	1	6493
1	14	2	1328
1	14	3	3664
1	14	4	23
1	14	5	0
1	15	0	217
1	15	1	6110
1	15	2	1184
1	15	3	4198
1	15	4	20
1	15	5	0
1	2	0	0
1	2	1	2452
1	2	2	4962
1	2	3	1671
1	2	4	239
1	2	5	0
1	3	0	29
1	3	1	3028
1	3	2	485
1	3	3	972
1	3	4	4
1	3	5	0
1	4	0	34
1	4	1	2933
1	4	2	412
1	4	3	557
1	4	4	3
1	4	5	0
1	5	0	244
1	5	1	4171
1	5	2	1305
1	5	3	1785
1	5	4	38
1	5	5	0
1	6	0	0
1	6	1	3144
1	6	2	8419
1	6	3	2545
1	6	4	271
1	6	5	0
1	7	0	0
1	7	1	1316
1	7	2	2752
1	7	3	1326
1	7	4	29
1	7	5	0
1	8	0	274
1	8	1	6614
1	8	2	1412
1	8	3	3022
1	8	4	72
1	8	5	0
1	9	0	222
1	9	1	5903
1	9	2	1480
1	9	3	3065
1	9	4	41
1	9	5	0
2	1	0	0
2	1	1	2982
2	1	2	10207
2	1	3	2200
2	1	4	782
2	1	5	0
2	10	0	46
2	10	1	4403
2	10	2	407
2	10	3	2149
2	10	4	6
2	10	5	0
2	11	0	581
2	11	1	6848
2	11	2	1392
2	11	3	4533
2	11	4	26
2	11	5	0
2	12	0	0
2	12	1	4131
2	12	2	15654
2	12	3	5913
2	12	4	281
2	12	5	0
2	13	0	471
2	13	1	10308
2	13	2	1428
2	13	3	6894
2	13	4	23
2	13	5	0
2	14	0	375
2	14	1	9958
2	14	2	1363
2	14	3	5688
2	14	4	23
2	14	5	0
2	15	0	331
2	15	1	9643
2	15	2	1233
2	15	3	6616
2	15	4	19
2	15	5	0
2	2	0	0
2	2	1	2623
2	2	2	7557
2	2	3	1877
2	2	4	404
2	2	5	0
2	3	0	32
2	3	1	4007
2	3	2	326
2	3	3	986
2	3	4	6
2	3	5	0
2	4	0	42
2	4	1	3787
2	4	2	247
2	4	3	602
2	4	4	1
2	4	5	0
2	5	0	335
2	5	1	5231
2	5	2	1235
2	5	3	2055
2	5	4	43
2	5	5	0
2	6	0	0
2	6	1	3654
2	6	2	14927
2	6	3	3464
2	6	4	443
2	6	5	0
2	7	0	0
2	7	1	1383
2	7	2	3589
2	7	3	1489
2	7	4	24
2	7	5	0
2	8	0	375
2	8	1	9166
2	8	2	1520
2	8	3	4558
2	8	4	65
2	8	5	0
2	9	0	396
2	9	1	8283
2	9	2	1572
2	9	3	4861
2	9	4	42
2	9	5	0
3	1	0	0
3	1	1	3428
3	1	2	15379
3	1	3	2842
3	1	4	918
3	1	5	0
3	10	0	48
3	10	1	5793
3	10	2	391
3	10	3	2454
3	10	4	3
3	10	5	0
3	11	0	843
3	11	1	9450
3	11	2	1462
3	11	3	6355
3	11	4	32
3	11	5	0
3	12	0	0
3	12	1	5262
3	12	2	27918
3	12	3	9500
3	12	4	490
3	12	5	0
3	13	0	891
3	13	1	16627
3	13	2	1585
3	13	3	12247
3	13	4	26
3	13	5	0
3	14	0	636
3	14	1	15653
3	14	2	1437
3	14	3	9165
3	14	4	20
3	14	5	0
3	15	0	402
3	15	1	15570
3	15	2	1326
3	15	3	11431
3	15	4	25
3	15	5	0
3	2	0	0
3	2	1	2822
3	2	2	10334
3	2	3	2091
3	2	4	596
3	2	5	0
3	3	0	40
3	3	1	5037
3	3	2	292
3	3	3	988
3	3	4	6
3	3	5	0
3	4	0	47
3	4	1	4531
3	4	2	192
3	4	3	647
3	4	4	3
3	4	5	0
3	5	0	403
3	5	1	6496
3	5	2	1241
3	5	3	2404
3	5	4	21
3	5	5	0
3	6	0	0
3	6	1	4448
3	6	2	25477
3	6	3	4819
3	6	4	734
3	6	5	0
3	7	0	0
3	7	1	1416
3	7	2	4475
3	7	3	1783
3	7	4	18
3	7	5	0
3	8	0	850
3	8	1	13355
3	8	2	1662
3	8	3	6900
3	8	4	55
3	8	5	0
3	9	0	620
3	9	1	11910
3	9	2	1713
3	9	3	6956
3	9	4	33
3	9	5	0
4	1	0	0
4	1	1	3069
4	1	2	18044
4	1	3	2724
4	1	4	953
4	1	5	0
4	10	0	37
4	10	1	6026
4	10	2	217
4	10	3	2321
4	10	4	1
4	10	5	0
4	11	0	923
4	11	1	10480
4	11	2	1165
4	11	3	6545
4	11	4	29
4	11	5	0
4	12	0	0
4	12	1	5328
4	12	2	38521
4	12	3	11640
4	12	4	621
4	12	5	0
4	13	0	1148
4	13	1	19959
4	13	2	1260
4	13	3	16405
4	13	4	20
4	13	5	0
4	14	0	806
4	14	1	18695
4	14	2	1130
4	14	3	11967
4	14	4	12
4	14	5	0
4	15	0	544
4	15	1	18741
4	15	2	1055
4	15	3	14043
4	15	4	16
4	15	5	0
4	2	0	0
4	2	1	2400
4	2	2	10846
4	2	3	1904
4	2	4	620
4	2	5	0
4	3	0	37
4	3	1	5112
4	3	2	174
4	3	3	674
4	3	4	1
4	3	5	0
4	4	0	46
4	4	1	4321
4	4	2	97
4	4	3	395
4	4	4	2
4	4	5	0
4	5	0	383
4	5	1	6630
4	5	2	870
4	5	3	2165
4	5	4	17
4	5	5	0
4	6	0	0
4	6	1	4305
4	6	2	34051
4	6	3	5305
4	6	4	991
4	6	5	0
4	7	0	0
4	7	1	1086
4	7	2	4260
4	7	3	1626
4	7	4	11
4	7	5	0
4	8	0	1209
4	8	1	15389
4	8	2	1384
4	8	3	7912
4	8	4	41
4	8	5	0
4	9	0	862
4	9	1	13513
4	9	2	1391
4	9	3	8117
4	9	4	26
4	9	5	0
5	1	0	0
5	1	1	4590
5	1	2	32319
5	1	3	4182
5	1	4	1651
5	1	5	0
5	10	0	67
5	10	1	9688
5	10	2	278
5	10	3	3531
5	10	4	3
5	10	5	0
5	11	0	1573
5	11	1	17338
5	11	2	1607
5	11	3	10757
5	11	4	43
5	11	5	0
5	12	0	0
5	12	1	8429
5	12	2	79613
5	12	3	22760
5	12	4	1213
5	12	5	0
5	13	0	1977
5	13	1	37130
5	13	2	1905
5	13	3	31406
5	13	4	26
5	13	5	0
5	14	0	1321
5	14	1	34208
5	14	2	1596
5	14	3	21970
5	14	4	24
5	14	5	0
5	15	0	981
5	15	1	34070
5	15	2	1517
5	15	3	25768
5	15	4	29
5	15	5	0
5	2	0	0
5	2	1	3275
5	2	2	17378
5	2	3	2710
5	2	4	1026
5	2	5	0
5	3	0	66
5	3	1	8033
5	3	2	225
5	3	3	893
5	3	4	2
5	3	5	0
5	4	0	74
5	4	1	6422
5	4	2	131
5	4	3	539
5	4	4	2
5	4	5	0
5	5	0	502
5	5	1	10599
5	5	2	1040
5	5	3	3036
5	5	4	22
5	5	5	0
5	6	0	0
5	6	1	6809
5	6	2	68571
5	6	3	9281
5	6	4	1867
5	6	5	0
5	7	0	0
5	7	1	1366
5	7	2	6563
5	7	3	2413
5	7	4	17
5	7	5	0
5	8	0	2092
5	8	1	27273
5	8	2	2073
5	8	3	13824
5	8	4	59
5	8	5	0
5	9	0	1554
5	9	1	23828
5	9	2	2003
5	9	3	14054
5	9	4	41
5	9	5	0
6	1	0	0
6	1	1	5555
6	1	2	51939
6	1	3	5534
6	1	4	2323
6	1	5	0
6	10	0	81
6	10	1	12058
6	10	2	279
6	10	3	4270
6	10	4	2
6	10	5	0
6	11	0	2102
6	11	1	23411
6	11	2	1698
6	11	3	15119
6	11	4	38
6	11	5	0
6	12	0	0
6	12	1	10334
6	12	2	132868
6	12	3	34748
6	12	4	1788
6	12	5	0
6	13	0	2723
6	13	1	53707
6	13	2	2242
6	13	3	47412
6	13	4	33
6	13	5	0
6	14	0	2043
6	14	1	48779
6	14	2	1852
6	14	3	32931
6	14	4	30
6	14	5	0
6	15	0	1542
6	15	1	47951
6	15	2	1735
6	15	3	38735
6	15	4	38
6	15	5	0
6	2	0	0
6	2	1	3734
6	2	2	24946
6	2	3	3413
6	2	4	1315
6	2	5	0
6	3	0	101
6	3	1	10218
6	3	2	254
6	3	3	1046
6	3	4	4
6	3	5	0
6	4	0	87
6	4	1	8034
6	4	2	131
6	4	3	629
6	4	4	4
6	4	5	0
6	5	0	716
6	5	1	14430
6	5	2	1121
6	5	3	4080
6	5	4	9
6	5	5	0
6	6	0	0
6	6	1	8924
6	6	2	115581
6	6	3	12989
6	6	4	2887
6	6	5	0
6	7	0	0
6	7	1	1218
6	7	2	9041
6	7	3	2920
6	7	4	22
6	7	5	0
6	8	0	2751
6	8	1	37166
6	8	2	2334
6	8	3	19648
6	8	4	61
6	8	5	0
6	9	0	2417
6	9	1	32505
6	9	2	2255
6	9	3	20360
6	9	4	54
6	9	5	0
7	1	0	0
7	1	1	6697
7	1	2	80899
7	1	3	7267
7	1	4	3140
7	1	5	0
7	10	0	115
7	10	1	14143
7	10	2	263
7	10	3	4938
7	10	4	7
7	10	5	0
7	11	0	3029
7	11	1	29534
7	11	2	1656
7	11	3	18985
7	11	4	40
7	11	5	0
7	12	0	0
7	12	1	12091
7	12	2	205906
7	12	3	47618
7	12	4	2715
7	12	5	0
7	13	0	3518
7	13	1	71543
7	13	2	2476
7	13	3	69279
7	13	4	42
7	13	5	0
7	14	0	2680
7	14	1	63983
7	14	2	1944
7	14	3	46172
7	14	4	43
7	14	5	0
7	15	0	2412
7	15	1	62489
7	15	2	1832
7	15	3	54446
7	15	4	43
7	15	5	0
7	2	0	0
7	2	1	4171
7	2	2	35501
